"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2017-12-13",73561.82,0,0,0,0
"2017-12-14",73561.82,0,0,0,0
"2017-12-15",73561.82,0,0,0,0
"2017-12-16",73561.82,0,0,0,0
"2017-12-17",73561.82,0,0,0,0
"2017-12-18",73561.82,0,0,0,0
"2017-12-19",73561.82,0,0,0,0
"2017-12-20",73561.82,0,0,0,0
"2017-12-21",73561.82,0,0,0,0
"2017-12-22",73561.82,0,0,0,0
"2017-12-23",73561.82,0,0,0,0
"2017-12-24",73561.82,0,0,0,0
"2017-12-25",73561.82,0,0,0,0
"2017-12-26",73561.82,0,0,0,0
"2017-12-27",73561.82,0,0,0,0
"2017-12-28",73561.82,0,0,0,0
"2017-12-29",73561.82,0,0,0,0
"2017-12-30",73561.82,0,0,0,0
"2017-12-31",73561.82,0,0,0,0
"2018-01-01",73561.82,0,0,0,0
"2018-01-02",73561.82,0,0,0,0
"2018-01-03",73561.82,0,0,0,0
"2018-01-04",73561.82,0,0,0,0
"2018-01-05",73561.82,0,0,0,0
"2018-01-06",73561.82,0,0,0,0
"2018-01-07",73561.82,0,0,0,0
"2018-01-08",73561.82,0,0,0,0
"2018-01-09",73561.82,0,0,0,0
"2018-01-10",73561.82,0,0,0,0
"2018-01-11",73561.82,0,0,0,0
"2018-01-12",73561.82,0,0,0,0
"2018-01-13",73561.82,0,0,0,0
"2018-01-14",73561.82,0,0,0,0
"2018-01-15",73561.82,0,0,0,0
"2018-01-16",73561.82,0,0,0,0
"2018-01-17",73561.82,0,0,0,0
"2018-01-18",73561.82,0,0,0,0
"2018-01-19",73561.82,0,0,0,0
"2018-01-20",73561.82,0,0,0,0
"2018-01-21",73561.82,0,0,0,0
"2018-01-22",73561.82,0,0,0,0
"2018-01-23",73561.82,0,0,0,0
"2018-01-24",73561.82,0,0,0,0
"2018-01-25",73561.82,0,0,0,0
"2018-01-26",73561.82,0,0,0,0
"2018-01-27",73561.82,0,0,0,0
"2018-01-28",73561.82,0,0,0,0
"2018-01-29",73561.82,0,0,0,0
"2018-01-30",73561.82,0,0,0,0
"2018-01-31",73561.82,0,0,0,0
"2018-02-01",73561.82,0,0,0,0
"2018-02-02",73561.82,0,0,0,0
"2018-02-03",73561.82,0,0,0,0
"2018-02-04",73561.82,0,0,0,0
"2018-02-05",73561.82,0,0,0,0
"2018-02-06",73561.82,0,0,0,0
"2018-02-07",73561.82,0,0,0,0
"2018-02-08",73561.82,0,0,0,0
"2018-02-09",73561.82,0,0,0,0
"2018-02-10",73561.82,0,0,0,0
"2018-02-11",73561.82,0,0,0,0
"2018-02-12",73561.82,0,0,0,0
"2018-02-13",73561.82,0,0,0,0
"2018-02-14",73561.82,0,0,0,0
"2018-02-15",73561.82,0,0,0,0
"2018-02-16",73561.82,0,0,0,0
"2018-02-17",73561.82,0,0,0,0
"2018-02-18",73561.82,0,0,0,0
"2018-02-19",73561.82,0,0,0,0
"2018-02-20",73561.82,0,0,0,0
"2018-02-21",73561.82,0,0,0,0
"2018-02-22",73561.82,0,0,0,0
"2018-02-23",73561.82,0,0,0,0
"2018-02-24",73561.82,0,0,0,0
"2018-02-25",73561.82,0,0,0,0
"2018-02-26",73561.82,0,0,0,0
"2018-02-27",73561.82,0,0,0,0
"2018-02-28",73561.82,0,0,0,0
"2018-03-01",73561.82,0,0,0,0
"2018-03-02",73561.82,0,0,0,0
"2018-03-03",73561.82,0,0,0,0
"2018-03-04",73561.82,0,0,0,0
"2018-03-05",73561.82,0,0,0,0
"2018-03-06",73561.82,0,0,0,0
"2018-03-07",73561.82,0,0,0,0
"2018-03-08",73561.82,0,0,0,0
"2018-03-09",73561.82,0,0,0,0
"2018-03-10",73561.82,0,0,0,0
"2018-03-11",73561.82,0,0,0,0
"2018-03-12",73561.82,0,0,0,0
"2018-03-13",73561.82,0,0,0,0
"2018-03-14",73561.82,0,0,0,0
"2018-03-15",73561.82,0,0,0,0
"2018-03-16",73561.82,0,0,0,0
"2018-03-17",73561.82,0,0,0,0
"2018-03-18",73561.82,0,0,0,0
"2018-03-19",73561.82,0,0,0,0
"2018-03-20",73561.82,0,0,0,0
"2018-03-21",73561.82,0,0,0,0
"2018-03-22",73561.82,0,0,0,0
"2018-03-23",73561.82,0,0,0,0
"2018-03-24",73561.82,0,0,0,0
"2018-03-25",73561.82,0,0,0,0
"2018-03-26",73561.82,0,0,0,0
"2018-03-27",73561.82,0,0,0,0
"2018-03-28",73561.82,0,0,0,0
"2018-03-29",73561.82,0,0,0,0
"2018-03-30",73561.82,0,0,0,0
"2018-03-31",73561.82,0,0,0,0
"2018-04-01",73561.82,0,0,0,0
"2018-04-02",73561.82,0,0,0,0
"2018-04-03",73561.82,0,0,0,0
"2018-04-04",73561.82,0,0,0,0
"2018-04-05",73561.82,0,0,0,0
"2018-04-06",73561.82,0,0,0,0
"2018-04-07",73561.82,0,0,0,0
"2018-04-08",73561.82,0,0,0,0
"2018-04-09",73561.82,0,0,0,0
"2018-04-10",73561.82,0,0,0,0
"2018-04-11",73561.82,0,0,0,0
"2018-04-12",73561.82,0,0,0,0
"2018-04-13",73561.82,0,0,0,0
"2018-04-14",73561.82,0,0,0,0
"2018-04-15",73561.82,0,0,0,0
"2018-04-16",73561.82,0,0,0,0
"2018-04-17",73561.82,0,0,0,0
"2018-04-18",73561.82,0,0,0,0
"2018-04-19",73561.82,0,0,0,0
"2018-04-20",73561.82,0,0,0,0
"2018-04-21",73561.82,0,0,0,0
"2018-04-22",73561.82,0,0,0,0
"2018-04-23",73561.82,0,0,0,0
"2018-04-24",73561.82,0,0,0,0
"2018-04-25",73561.82,0,0,0,0
"2018-04-26",73561.82,0,0,0,0
"2018-04-27",73561.82,0,0,0,0
"2018-04-28",73561.82,0,0,0,0
"2018-04-29",73561.82,0,0,0,0
"2018-04-30",73561.82,0,0,0,0
"2018-05-01",73561.82,0,0,0,0
"2018-05-02",73561.82,0,0,0,0
"2018-05-03",73561.82,0,0,0,0
"2018-05-04",73561.82,0,0,0,0
"2018-05-05",73561.82,0,0,0,0
"2018-05-06",73561.82,0,0,0,0
"2018-05-07",73561.82,0,0,0,0
"2018-05-08",73561.82,0,0,0,0
"2018-05-09",73561.82,0,0,0,0
"2018-05-10",73561.82,0,0,0,0
"2018-05-11",73561.82,0,0,0,0
"2018-05-12",73561.82,0,0,0,0
"2018-05-13",73561.82,0,0,0,0
"2018-05-14",73561.82,0,0,0,0
"2018-05-15",73561.82,0,0,0,0
"2018-05-16",73561.82,0,0,0,0
"2018-05-17",73561.82,0,0,0,0
"2018-05-18",73561.82,0,0,0,0
"2018-05-19",73561.82,0,0,0,0
"2018-05-20",73561.82,0,0,0,0
"2018-05-21",73561.82,0,0,0,0
"2018-05-22",73561.82,0,0,0,0
"2018-05-23",73561.82,0,0,0,0
"2018-05-24",73561.82,0,0,0,0
"2018-05-25",73561.82,0,0,0,0
"2018-05-26",73561.82,0,0,0,0
"2018-05-27",73561.82,0,0,0,0
"2018-05-28",73561.82,0,0,0,0
"2018-05-29",73561.82,0,0,0,0
"2018-05-30",73561.82,0,0,0,0
"2018-05-31",73561.82,0,0,0,0
"2018-06-01",73561.82,0,0,0,0
"2018-06-02",73561.82,0,0,0,0
"2018-06-03",73561.82,0,0,0,0
"2018-06-04",73561.82,0,0,0,0
"2018-06-05",73561.82,0,0,0,0
"2018-06-06",73561.82,0,0,0,0
"2018-06-07",73561.82,0,0,0,0
"2018-06-08",73561.82,0,0,0,0
"2018-06-09",73561.82,0,0,0,0
"2018-06-10",73561.82,0,0,0,0
"2018-06-11",73561.82,0,0,0,0
"2018-06-12",73561.82,0,0,0,0
"2018-06-13",73561.82,0,0,0,0
"2018-06-14",73561.82,0,0,0,0
"2018-06-15",73561.82,0,0,0,0
"2018-06-16",73561.82,0,0,0,0
"2018-06-17",73561.82,0,0,0,0
"2018-06-18",73561.82,0,0,0,0
"2018-06-19",73561.82,0,0,0,0
"2018-06-20",73561.82,0,0,0,0
"2018-06-21",73561.82,0,0,0,0
"2018-06-22",73561.82,0,0,0,0
"2018-06-23",73561.82,0,0,0,0
"2018-06-24",73561.82,0,0,0,0
"2018-06-25",73561.82,0,0,0,0
"2018-06-26",73561.82,0,0,0,0
"2018-06-27",73561.82,0,0,0,0
"2018-06-28",73561.82,0,0,0,0
"2018-06-29",73561.82,0,0,0,0
"2018-06-30",73561.82,0,0,0,0
"2018-07-01",73561.82,0,0,0,0
"2018-07-02",73561.82,0,0,0,0
"2018-07-03",73561.82,0,0,0,0
"2018-07-04",73561.82,0,0,0,0
"2018-07-05",73561.82,0,0,0,0
"2018-07-06",73561.82,0,0,0,0
"2018-07-07",73561.82,0,0,0,0
"2018-07-08",73561.82,0,0,0,0
"2018-07-09",73561.82,0,0,0,0
"2018-07-10",73561.82,0,0,0,0
"2018-07-11",73561.82,0,0,0,0
"2018-07-12",73561.82,0,0,0,0
"2018-07-13",73561.82,0,0,0,0
"2018-07-14",73561.82,0,0,0,0
"2018-07-15",73561.82,0,0,0,0
"2018-07-16",73561.82,0,0,0,0
"2018-07-17",73561.82,0,0,0,0
"2018-07-18",73561.82,0,0,0,0
"2018-07-19",73561.82,0,0,0,0
"2018-07-20",73561.82,0,0,0,0
"2018-07-21",73561.82,0,0,0,0
"2018-07-22",73561.82,0,0,0,0
"2018-07-23",73561.82,0,0,0,0
"2018-07-24",73561.82,0,0,0,0
"2018-07-25",73561.82,0,0,0,0
"2018-07-26",73561.82,0,0,0,0
"2018-07-27",73561.82,0,0,0,0
"2018-07-28",73561.82,0,0,0,0
"2018-07-29",73561.82,0,0,0,0
"2018-07-30",73561.82,0,0,0,0
"2018-07-31",73561.82,0,0,0,0
"2018-08-01",73561.82,0,0,0,0
"2018-08-02",73561.82,0,0,0,0
"2018-08-03",73561.82,0,0,0,0
"2018-08-04",73561.82,0,0,0,0
"2018-08-05",73561.82,0,0,0,0
"2018-08-06",73561.82,0,0,0,0
"2018-08-07",73561.82,0,0,0,0
"2018-08-08",73561.82,0,0,0,0
"2018-08-09",73561.82,0,0,0,0
"2018-08-10",73561.82,0,0,0,0
"2018-08-11",73561.82,0,0,0,0
"2018-08-12",73561.82,0,0,0,0
"2018-08-13",73561.82,0,0,0,0
"2018-08-14",73561.82,0,0,0,0
"2018-08-15",73561.82,0,0,0,0
"2018-08-16",73561.82,0,0,0,0
"2018-08-17",73561.82,0,0,0,0
"2018-08-18",73561.82,0,0,0,0
"2018-08-19",73561.82,0,0,0,0
"2018-08-20",73561.82,0,0,0,0
"2018-08-21",73561.82,0,0,0,0
"2018-08-22",73561.82,0,0,0,0
"2018-08-23",73561.82,0,0,0,0
"2018-08-24",73561.82,0,0,0,0
"2018-08-25",73561.82,0,0,0,0
"2018-08-26",73561.82,0,0,0,0
"2018-08-27",73561.82,0,0,0,0
"2018-08-28",73561.82,0,0,0,0
"2018-08-29",73561.82,0,0,0,0
"2018-08-30",73561.82,0,0,0,0
"2018-08-31",73561.82,0,0,0,0
"2018-09-01",73561.82,0,0,0,0
"2018-09-02",73561.82,0,0,0,0
"2018-09-03",73561.82,0,0,0,0
"2018-09-04",73561.82,0,0,0,0
"2018-09-05",73561.82,0,0,0,0
"2018-09-06",73561.82,0,0,0,0
"2018-09-07",73561.82,0,0,0,0
"2018-09-08",73561.82,0,0,0,0
"2018-09-09",73561.82,0,0,0,0
"2018-09-10",73561.82,0,0,0,0
"2018-09-11",73561.82,0,0,0,0
"2018-09-12",73561.82,0,0,0,0
"2018-09-13",73561.82,0,0,0,0
"2018-09-14",73561.82,0,0,0,0
"2018-09-15",73561.82,0,0,0,0
"2018-09-16",73561.82,0,0,0,0
"2018-09-17",73561.82,0,0,0,0
"2018-09-18",73561.82,0,0,0,0
"2018-09-19",73561.82,0,0,0,0
"2018-09-20",73561.82,0,0,0,0
"2018-09-21",73561.82,0,0,0,0
"2018-09-22",73561.82,0,0,0,0
"2018-09-23",73561.82,0,0,0,0
"2018-09-24",73561.82,0,0,0,0
"2018-09-25",73561.82,0,0,0,0
"2018-09-26",73561.82,0,0,0,0
"2018-09-27",73561.82,0,0,0,0
"2018-09-28",73561.82,0,0,0,0
"2018-09-29",73561.82,0,0,0,0
"2018-09-30",73561.82,0,0,0,0
"2018-10-01",73561.82,0,0,0,0
"2018-10-02",73561.82,0,0,0,0
"2018-10-03",73561.82,0,0,0,0
"2018-10-04",73561.82,0,0,0,0
"2018-10-05",73561.82,0,0,0,0
"2018-10-06",73561.82,0,0,0,0
"2018-10-07",73561.82,0,0,0,0
"2018-10-08",73561.82,0,0,0,0
"2018-10-09",73561.82,0,0,0,0
"2018-10-10",73561.82,0,0,0,0
"2018-10-11",73561.82,0,0,0,0
"2018-10-12",73561.82,0,0,0,0
"2018-10-13",73561.82,0,0,0,0
"2018-10-14",73561.82,0,0,0,0
"2018-10-15",73561.82,0,0,0,0
"2018-10-16",73561.82,0,0,0,0
"2018-10-17",73561.82,0,0,0,0
"2018-10-18",73561.82,0,0,0,0
"2018-10-19",73561.82,0,0,0,0
"2018-10-20",73561.82,0,0,0,0
"2018-10-21",73561.82,0,0,0,0
"2018-10-22",73561.82,0,0,0,0
"2018-10-23",73561.82,0,0,0,0
"2018-10-24",73561.82,0,0,0,0
"2018-10-25",73561.82,0,0,0,0
"2018-10-26",73561.82,0,0,0,0
"2018-10-27",73561.82,0,0,0,0
"2018-10-28",73561.82,0,0,0,0
"2018-10-29",73561.82,0,0,0,0
"2018-10-30",73561.82,0,0,0,0
"2018-10-31",73561.82,0,0,0,0
"2018-11-01",73561.82,0,0,0,0
"2018-11-02",73561.82,0,0,0,0
"2018-11-03",73561.82,0,0,0,0
"2018-11-04",73561.82,0,0,0,0
"2018-11-05",73561.82,0,0,0,0
"2018-11-06",73561.82,0,0,0,0
"2018-11-07",73561.82,0,0,0,0
"2018-11-08",73561.82,0,0,0,0
"2018-11-09",73561.82,0,0,0,0
"2018-11-10",73561.82,0,0,0,0
"2018-11-11",73561.82,0,0,0,0
"2018-11-12",73561.82,0,0,0,0
"2018-11-13",73561.82,0,0,0,0
"2018-11-14",73561.82,0,0,0,0
"2018-11-15",73561.82,0,0,0,0
"2018-11-16",73561.82,0,0,0,0
"2018-11-17",73561.82,0,0,0,0
"2018-11-18",73561.82,0,0,0,0
"2018-11-19",73561.82,0,0,0,0
"2018-11-20",73561.82,0,0,0,0
"2018-11-21",73561.82,0,0,0,0
"2018-11-22",73561.82,0,0,0,0
"2018-11-23",73561.82,0,0,0,0
"2018-11-24",73561.82,0,0,0,0
"2018-11-25",73561.82,0,0,0,0
"2018-11-26",73561.82,0,0,0,0
"2018-11-27",73561.82,0,0,0,0
"2018-11-28",73561.82,0,0,0,0
"2018-11-29",73561.82,0,0,0,0
"2018-11-30",73561.82,0,0,0,0
"2018-12-01",73561.82,0,0,0,0
"2018-12-02",73561.82,0,0,0,0
"2018-12-03",73561.82,0,0,0,0
"2018-12-04",73561.82,0,0,0,0
"2018-12-05",73561.82,0,0,0,0
"2018-12-06",73561.82,0,0,0,0
"2018-12-07",73561.82,0,0,0,0
"2018-12-08",73561.82,0,0,0,0
"2018-12-09",73561.82,0,0,0,0
"2018-12-10",73561.82,0,0,0,0
"2018-12-11",73561.82,0,0,0,0
"2018-12-12",73561.82,0,0,0,0
"2018-12-13",73561.82,0,0,0,0
"2018-12-14",73561.82,0,0,0,0
"2018-12-15",73561.82,0,0,0,0
"2018-12-16",73561.82,0,0,0,0
"2018-12-17",73561.82,0,0,0,0
"2018-12-18",73561.82,0,0,0,0
"2018-12-19",73561.82,0,0,0,0
"2018-12-20",73561.82,0,0,0,0
"2018-12-21",73561.82,0,0,0,0
"2018-12-22",73561.82,0,0,0,0
"2018-12-23",73561.82,0,0,0,0
"2018-12-24",73561.82,0,0,0,0
"2018-12-25",73561.82,0,0,0,0
"2018-12-26",73561.82,0,0,0,0
"2018-12-27",73561.82,0,0,0,0
"2018-12-28",73561.82,0,0,0,0
"2018-12-29",73561.82,0,0,0,0
"2018-12-30",73561.82,0,0,0,0
"2018-12-31",73561.82,0,0,0,0
"2019-01-01",73561.82,0,0,0,0
"2019-01-02",73561.82,0,0,0,0
"2019-01-03",73561.82,0,0,0,0
"2019-01-04",73561.82,0,0,0,0
"2019-01-05",73561.82,0,0,0,0
"2019-01-06",73561.82,0,0,0,0
"2019-01-07",73561.82,0,0,0,0
"2019-01-08",73561.82,0,0,0,0
"2019-01-09",73561.82,0,0,0,0
"2019-01-10",73561.82,0,0,0,0
"2019-01-11",73561.82,0,0,0,0
"2019-01-12",73561.82,0,0,0,0
"2019-01-13",73561.82,0,0,0,0
"2019-01-14",73561.82,0,0,0,0
"2019-01-15",73561.82,0,0,0,0
"2019-01-16",73561.82,0,0,0,0
"2019-01-17",73561.82,0,0,0,0
"2019-01-18",73561.82,0,0,0,0
"2019-01-19",73561.82,0,0,0,0
"2019-01-20",73561.82,0,0,0,0
"2019-01-21",73561.82,0,0,0,0
"2019-01-22",73561.82,0,0,0,0
"2019-01-23",73561.82,0,0,0,0
"2019-01-24",73561.82,0,0,0,0
"2019-01-25",73561.82,0,0,0,0
"2019-01-26",73561.82,0,0,0,0
"2019-01-27",73561.82,0,0,0,0
"2019-01-28",73561.82,0,0,0,0
"2019-01-29",73561.82,0,0,0,0
"2019-01-30",73561.82,0,0,0,0
"2019-01-31",73561.82,0,0,0,0
"2019-02-01",73561.82,0,0,0,0
"2019-02-02",73561.82,0,0,0,0
"2019-02-03",73561.82,0,0,0,0
"2019-02-04",73561.82,0,0,0,0
"2019-02-05",73561.82,NA,NA,NA,0
"2019-02-06",73561.82,NA,NA,NA,0
"2019-02-07",73561.82,NA,NA,NA,0
"2019-02-08",73525.82,NA,NA,NA,0
